time/s	Ewe/V	<I>/mA	cycle number	
6.995942276407272E+004	1.3830527E+000	-7.699241721524832E-004	2.000000000000000E+000
6.997275496094231E+004	1.3820651E+000	-7.715609225774807E-004	2.000000000000000E+000
6.998608735779021E+004	1.3810549E+000	-7.734424105797222E-004	2.000000000000000E+000
6.999941975461063E+004	1.3800596E+000	-7.754119418843172E-004	2.000000000000000E+000
7.001275215145783E+004	1.3790590E+000	-7.773609610913293E-004	2.000000000000000E+000
7.002608454832935E+004	1.3780611E+000	-7.792440345348317E-004	2.000000000000000E+000
7.003941694517410E+004	1.3770571E+000	-7.810468957977473E-004	2.000000000000000E+000
7.005274914199440E+004	1.3760549E+000	-7.831634970987544E-004	2.000000000000000E+000
7.006608093884494E+004	1.3750415E+000	-7.850792060749351E-004	2.000000000000000E+000
7.007941273571504E+004	1.3740529E+000	-7.868959433182630E-004	2.000000000000000E+000
7.009274513255758E+004	1.3730212E+000	-7.897693885336654E-004	2.000000000000000E+000
7.010607752938091E+004	1.3720503E+000	-7.911008936774405E-004	2.000000000000000E+000
7.011940992623148E+004	1.3710399E+000	-7.930513541098520E-004	2.000000000000000E+000
7.013274212309995E+004	1.3700454E+000	-7.947077846465304E-004	2.000000000000000E+000
7.014607451994275E+004	1.3690521E+000	-7.971360150229312E-004	2.000000000000000E+000
7.015940691676707E+004	1.3680689E+000	-7.985826610139163E-004	2.000000000000000E+000
7.017273931361665E+004	1.3670633E+000	-8.009981504463193E-004	2.000000000000000E+000
7.018607171048643E+004	1.3660591E+000	-8.027916180224293E-004	2.000000000000000E+000
7.019940410732781E+004	1.3650453E+000	-8.046316602727428E-004	2.000000000000000E+000
7.021273630415183E+004	1.3640577E+000	-8.064873265881548E-004	2.000000000000000E+000
7.022606870100333E+004	1.3630465E+000	-8.087111843549447E-004	2.000000000000000E+000
7.023940109787253E+004	1.3620759E+000	-8.102254549973240E-004	2.000000000000000E+000
7.025273349471157E+004	1.3610710E+000	-8.129379099857358E-004	2.000000000000000E+000
7.026606529153744E+004	1.3600624E+000	-8.150484661392662E-004	2.000000000000000E+000
7.027939708839078E+004	1.3590584E+000	-8.172975081912424E-004	2.000000000000000E+000
7.029272928525717E+004	1.3580587E+000	-8.189393337342289E-004	2.000000000000000E+000
7.030606168209622E+004	1.3570780E+000	-8.208826516350846E-004	2.000000000000000E+000
7.031939407892386E+004	1.3560569E+000	-8.240240177445650E-004	2.000000000000000E+000
7.033272647577614E+004	1.3550647E+000	-8.247587958704018E-004	2.000000000000000E+000
7.034605887264176E+004	1.3540581E+000	-8.268617891529842E-004	2.000000000000000E+000
7.035939126948180E+004	1.3530806E+000	-8.289990062197890E-004	2.000000000000000E+000
7.037272346630786E+004	1.3520880E+000	-8.316490784978370E-004	2.000000000000000E+000
7.038605586316262E+004	1.3510621E+000	-8.336963942893495E-004	2.000000000000000E+000
7.039938826002809E+004	1.3500738E+000	-8.355679333317684E-004	2.000000000000000E+000
7.041272065686574E+004	1.3490697E+000	-8.376761096301805E-004	2.000000000000000E+000
7.042605305369280E+004	1.3480660E+000	-8.390777234635240E-004	2.000000000000000E+000
7.043938545055012E+004	1.3471121E+000	-8.409534891466904E-004	2.000000000000000E+000
7.045271764741314E+004	1.3460909E+000	-8.438063468244918E-004	2.000000000000000E+000
7.046604944425006E+004	1.3451046E+000	-8.459004154727709E-004	2.000000000000000E+000
7.047938124107977E+004	1.3440902E+000	-8.483354850385011E-004	2.000000000000000E+000
7.049271363793616E+004	1.3431045E+000	-8.503881702214867E-004	2.000000000000000E+000
7.050604603479826E+004	1.3421236E+000	-8.525972760653564E-004	2.000000000000000E+000
7.051937843163591E+004	1.3411046E+000	-8.553622238490839E-004	2.000000000000000E+000
7.053271062846493E+004	1.3400989E+000	-8.571267406047942E-004	2.000000000000000E+000
7.054604302532156E+004	1.3391020E+000	-8.595237447993551E-004	2.000000000000000E+000
7.055937542218500E+004	1.3381132E+000	-8.618532186137045E-004	2.000000000000000E+000
7.057270781901921E+004	1.3371042E+000	-8.638073711454732E-004	2.000000000000000E+000
7.058604021584953E+004	1.3360982E+000	-8.656068816940641E-004	2.000000000000000E+000
7.059937261270802E+004	1.3351038E+000	-8.681598328717823E-004	2.000000000000000E+000
7.061270480956999E+004	1.3340915E+000	-8.709354077602507E-004	2.000000000000000E+000
7.062603720640228E+004	1.3331028E+000	-8.731965560157696E-004	2.000000000000000E+000
7.063936960323574E+004	1.3320900E+000	-8.755394098193085E-004	2.000000000000000E+000
7.065270200009400E+004	1.3310924E+000	-8.779015794352918E-004	2.000000000000000E+000
7.066603379695397E+004	1.3300813E+000	-8.793737302557544E-004	2.000000000000000E+000
7.067936559378786E+004	1.3290762E+000	-8.821345663616760E-004	2.000000000000000E+000
7.069269779062131E+004	1.3280889E+000	-8.850036319520693E-004	2.000000000000000E+000
7.070603018747980E+004	1.3270870E+000	-8.875828402588534E-004	2.000000000000000E+000
7.071936258434062E+004	1.3260803E+000	-8.893420352552956E-004	2.000000000000000E+000
7.073269498117303E+004	1.3250796E+000	-8.923940337413321E-004	2.000000000000000E+000
7.074602737800544E+004	1.3240945E+000	-8.949413065943226E-004	2.000000000000000E+000
7.075935977486725E+004	1.3230979E+000	-8.852545847241966E-004	2.000000000000000E+000
7.077269207172631E+004	1.3220952E+000	-8.964040395578873E-004	2.000000000000000E+000
7.078602436855697E+004	1.3211074E+000	-8.986282845013863E-004	2.000000000000000E+000
7.079935676539131E+004	1.3201107E+000	-9.021138913835984E-004	2.000000000000000E+000
7.081268916225433E+004	1.3191400E+000	-9.045998093916187E-004	2.000000000000000E+000
7.082602155911061E+004	1.3181220E+000	-9.073980152691282E-004	2.000000000000000E+000
7.083935395594221E+004	1.3171324E+000	-9.107822883751369E-004	2.000000000000000E+000
7.085268625277770E+004	1.3161126E+000	-9.140132713576759E-004	2.000000000000000E+000
7.086601794963982E+004	1.3150923E+000	-9.157389155899295E-004	2.000000000000000E+000
7.087934974649642E+004	1.3141154E+000	-9.184016038300859E-004	2.000000000000000E+000
7.089268214332755E+004	1.3130901E+000	-9.212108834282928E-004	2.000000000000000E+000
7.090601454016205E+004	1.3120854E+000	-9.237780896026396E-004	2.000000000000000E+000
7.091934693702590E+004	1.3111008E+000	-9.263621427149822E-004	2.000000000000000E+000
7.093267923388269E+004	1.3100884E+000	-9.290691501356325E-004	2.000000000000000E+000
7.094601153071038E+004	1.3091063E+000	-9.318086519602871E-004	2.000000000000000E+000
7.095934392754766E+004	1.3080981E+000	-9.342066468244654E-004	2.000000000000000E+000
7.097267632441316E+004	1.3070910E+000	-9.368284410678574E-004	2.000000000000000E+000
7.098600872126763E+004	1.3060801E+000	-9.395991876671849E-004	2.000000000000000E+000
7.099934111809451E+004	1.3050802E+000	-9.421628382223352E-004	2.000000000000000E+000
7.101267341493454E+004	1.3041208E+000	-9.449963302716590E-004	2.000000000000000E+000
7.102600571179856E+004	1.3030978E+000	-9.472330636598305E-004	2.000000000000000E+000
7.103933810865297E+004	1.3020959E+000	-9.502202622532797E-004	2.000000000000000E+000
7.105267050548026E+004	1.3010902E+000	-9.527448253841553E-004	2.000000000000000E+000
7.106600230231928E+004	1.3001025E+000	-9.550476130978530E-004	2.000000000000000E+000
7.107933409918449E+004	1.2990969E+000	-9.582524031280840E-004	2.000000000000000E+000
7.109266639604000E+004	1.2980895E+000	-9.618387780573820E-004	2.000000000000000E+000
7.110599869286467E+004	1.2970957E+000	-9.635889725204180E-004	2.000000000000000E+000
7.111933108970430E+004	1.2960892E+000	-9.670842992852580E-004	2.000000000000000E+000
7.113266348657233E+004	1.2950943E+000	-9.702282559898821E-004	2.000000000000000E+000
7.114599588342430E+004	1.2940979E+000	-9.721512146921504E-004	2.000000000000000E+000
7.115932828024900E+004	1.2931054E+000	-9.745170805056599E-004	2.000000000000000E+000
7.117266067709052E+004	1.2920982E+000	-9.774770279379688E-004	2.000000000000000E+000
7.118599287395849E+004	1.2911168E+000	-9.803452828043620E-004	2.000000000000000E+000
7.119932527080853E+004	1.2901134E+000	-9.833266020882418E-004	2.000000000000000E+000
7.121265766763454E+004	1.2891138E+000	-9.859341926153186E-004	2.000000000000000E+000
7.122599006447522E+004	1.2881061E+000	-9.886084963764107E-004	2.000000000000000E+000
7.123932246134360E+004	1.2871065E+000	-9.925405289689365E-004	2.000000000000000E+000
7.125265485819464E+004	1.2860944E+000	-9.943322388283569E-004	2.000000000000000E+000
7.126598645501863E+004	1.2849747E+000	-1.002238798633332E-003	2.000000000000000E+000
7.127931825185986E+004	1.2839758E+000	-1.003872609909022E-003	2.000000000000000E+000
7.129265064873151E+004	1.2829734E+000	-1.006841675871959E-003	2.000000000000000E+000
7.130598304558056E+004	1.2819561E+000	-1.009490568615042E-003	2.000000000000000E+000
7.131931544240238E+004	1.2809529E+000	-1.012193140677046E-003	2.000000000000000E+000
7.133264783924643E+004	1.2799580E+000	-1.015044205331831E-003	2.000000000000000E+000
7.134598003611807E+004	1.2789483E+000	-1.017886693886887E-003	2.000000000000000E+000
7.135931243296547E+004	1.2779450E+000	-1.020230562150230E-003	2.000000000000000E+000
7.137264482978755E+004	1.2769657E+000	-1.023720859554881E-003	2.000000000000000E+000
7.138597722663329E+004	1.2759694E+000	-1.026148521876269E-003	2.000000000000000E+000
7.139930962350289E+004	1.2749612E+000	-1.029836048264114E-003	2.000000000000000E+000
7.141264202035125E+004	1.2739656E+000	-1.032538346000271E-003	2.000000000000000E+000
7.142597421717271E+004	1.2729577E+000	-1.035042834759879E-003	2.000000000000000E+000
7.143930661401898E+004	1.2719500E+000	-1.037596747559376E-003	2.000000000000000E+000
7.145263901088957E+004	1.2709835E+000	-1.040940856681733E-003	2.000000000000000E+000
7.146597080773627E+004	1.2699542E+000	-1.044809957354252E-003	2.000000000000000E+000
7.147930260455608E+004	1.2689357E+000	-1.048020546868471E-003	2.000000000000000E+000
7.149263500140538E+004	1.2679379E+000	-1.050694125144431E-003	2.000000000000000E+000
7.150596719827654E+004	1.2669481E+000	-1.053753387872183E-003	2.000000000000000E+000
7.151929959511966E+004	1.2659429E+000	-1.057402921206824E-003	2.000000000000000E+000
7.153263199194125E+004	1.2649781E+000	-1.060144969000407E-003	2.000000000000000E+000
7.154596438879240E+004	1.2639486E+000	-1.063474097442865E-003	2.000000000000000E+000
7.155929678566099E+004	1.2629284E+000	-1.066339460451935E-003	2.000000000000000E+000
7.157262918250356E+004	1.2619450E+000	-1.069079889462424E-003	2.000000000000000E+000
7.158596137932799E+004	1.2609388E+000	-1.072375691169108E-003	2.000000000000000E+000
7.159929377617734E+004	1.2599587E+000	-1.074983310463847E-003	2.000000000000000E+000
7.161262617304653E+004	1.2589790E+000	-1.078401661708271E-003	2.000000000000000E+000
7.162595856988872E+004	1.2579800E+000	-1.081876462596244E-003	2.000000000000000E+000
7.163929096671287E+004	1.2569442E+000	-1.084876866340619E-003	2.000000000000000E+000
7.165262336356298E+004	1.2559465E+000	-1.087717956912037E-003	2.000000000000000E+000
7.166595496043318E+004	1.2549598E+000	-1.090655186928274E-003	2.000000000000000E+000
7.167928675727313E+004	1.2539552E+000	-1.093701006265889E-003	2.000000000000000E+000
7.169261915409821E+004	1.2529385E+000	-1.097258641454741E-003	2.000000000000000E+000
7.170595155095088E+004	1.2519534E+000	-1.100831667884149E-003	2.000000000000000E+000
7.171928394781845E+004	1.2509516E+000	-1.103860936494672E-003	2.000000000000000E+000
7.173261634465726E+004	1.2499660E+000	-1.106487705973942E-003	2.000000000000000E+000
7.174594854148454E+004	1.2489793E+000	-1.109366780350517E-003	2.000000000000000E+000
7.175928093833697E+004	1.2479734E+000	-1.113159807019341E-003	2.000000000000000E+000
7.177261333520268E+004	1.2469552E+000	-1.116216659658743E-003	2.000000000000000E+000
7.178594573204283E+004	1.2459569E+000	-1.120235335296788E-003	2.000000000000000E+000
7.179927812886890E+004	1.2449924E+000	-1.122290863422380E-003	2.000000000000000E+000
7.181261052572227E+004	1.2439718E+000	-1.126367966484944E-003	2.000000000000000E+000
7.182594272258831E+004	1.2430018E+000	-1.128627024381046E-003	2.000000000000000E+000
7.183927511942713E+004	1.2419868E+000	-1.131757657913058E-003	2.000000000000000E+000
7.185260751625313E+004	1.2409763E+000	-1.134688997425286E-003	2.000000000000000E+000
7.186593931310985E+004	1.2399838E+000	-1.138534380695885E-003	2.000000000000000E+000
7.187927110997424E+004	1.2389834E+000	-1.141429334089242E-003	2.000000000000000E+000
7.189260350681096E+004	1.2379656E+000	-1.144996843249243E-003	2.000000000000000E+000
7.190593570363987E+004	1.2369721E+000	-1.148565567628278E-003	2.000000000000000E+000
7.191926810049661E+004	1.2359544E+000	-1.151503675169956E-003	2.000000000000000E+000
7.193260049735883E+004	1.2349490E+000	-1.154074936641996E-003	2.000000000000000E+000
7.194593289419636E+004	1.2339647E+000	-1.157570708165967E-003	2.000000000000000E+000
7.195926529102598E+004	1.2329633E+000	-1.160240816441113E-003	2.000000000000000E+000
7.197259768788167E+004	1.2319623E+000	-1.163270008837501E-003	2.000000000000000E+000
7.198592998474537E+004	1.2309613E+000	-1.166933762964933E-003	2.000000000000000E+000
7.199926228158106E+004	1.2299709E+000	-1.170311699117840E-003	2.000000000000000E+000
7.201259467841085E+004	1.2289901E+000	-1.172448410160070E-003	2.000000000000000E+000
7.202592707526824E+004	1.2279712E+000	-1.176025869018948E-003	2.000000000000000E+000
7.203925947213150E+004	1.2269601E+000	-1.179264074848047E-003	2.000000000000000E+000
7.205259186896426E+004	1.2259705E+000	-1.182193018502482E-003	2.000000000000000E+000
7.206592356579634E+004	1.2249818E+000	-1.184822909424118E-003	2.000000000000000E+000
7.207925526265521E+004	1.2239923E+000	-1.188188190804169E-003	2.000000000000000E+000
7.209258765951591E+004	1.2229851E+000	-1.191041913740932E-003	2.000000000000000E+000
7.210592005634890E+004	1.2219863E+000	-1.194109523016299E-003	2.000000000000000E+000
7.211925245318259E+004	1.2209816E+000	-1.197557884120203E-003	2.000000000000000E+000
7.213258485004038E+004	1.2199847E+000	-1.200092292796280E-003	2.000000000000000E+000
7.214591714690090E+004	1.2189795E+000	-1.203535827842736E-003	2.000000000000000E+000
7.215924944373441E+004	1.2179959E+000	-1.205573288088846E-003	2.000000000000000E+000
7.217258184056683E+004	1.2169747E+000	-1.209070008300100E-003	2.000000000000000E+000
7.218591423742691E+004	1.2159880E+000	-1.211985112415492E-003	2.000000000000000E+000
7.219924663428729E+004	1.2149963E+000	-1.214771054452065E-003	2.000000000000000E+000
7.221257903111848E+004	1.2139893E+000	-1.217429638133042E-003	2.000000000000000E+000
7.222591132795159E+004	1.2130134E+000	-1.220468426941072E-003	2.000000000000000E+000
7.223924362481479E+004	1.2119995E+000	-1.223565538531401E-003	2.000000000000000E+000
7.225257602167176E+004	1.2110047E+000	-1.227250872579261E-003	2.000000000000000E+000
7.226590701850312E+004	1.2100352E+000	-1.229017413877289E-003	2.000000000000000E+000
7.227923881533882E+004	1.2090131E+000	-1.232297964676735E-003	2.000000000000000E+000
7.229257121220074E+004	1.2079977E+000	-1.235302572298438E-003	2.000000000000000E+000
7.230590360905696E+004	1.2070022E+000	-1.238522795037909E-003	2.000000000000000E+000
7.231923580588913E+004	1.2059833E+000	-1.242307967578758E-003	2.000000000000000E+000
7.233256820272328E+004	1.2049874E+000	-1.243424161535719E-003	2.000000000000000E+000
7.234590059958654E+004	1.2039709E+000	-1.246701837943164E-003	2.000000000000000E+000
7.235923299644340E+004	1.2029757E+000	-1.249930497482635E-003	2.000000000000000E+000
7.237256539327279E+004	1.2019690E+000	-1.251948218959006E-003	2.000000000000000E+000
7.238589779010799E+004	1.2009820E+000	-1.255302314292784E-003	2.000000000000000E+000
7.239922998697334E+004	1.1999640E+000	-1.257095057197892E-003	2.000000000000000E+000
7.241256238382844E+004	1.1989596E+000	-1.259912618475014E-003	2.000000000000000E+000
7.242589478065562E+004	1.1979867E+000	-1.262161450873718E-003	2.000000000000000E+000
7.243922717749473E+004	1.1969959E+000	-1.264842804823414E-003	2.000000000000000E+000
7.245255957435910E+004	1.1959866E+000	-1.268327548238909E-003	2.000000000000000E+000
7.246589137121331E+004	1.1949606E+000	-1.270165445317179E-003	2.000000000000000E+000
7.247922296804166E+004	1.1939600E+000	-1.273319130870640E-003	2.000000000000000E+000
7.249255536488042E+004	1.1929587E+000	-1.274783603216778E-003	2.000000000000000E+000
7.250588776174490E+004	1.1919839E+000	-1.277221926739722E-003	2.000000000000000E+000
7.251922015860025E+004	1.1909716E+000	-1.280408271020720E-003	2.000000000000000E+000
7.253255255542602E+004	1.1899976E+000	-1.282247130753711E-003	2.000000000000000E+000
7.254588495226530E+004	1.1889834E+000	-1.285231108506630E-003	2.000000000000000E+000
7.255921714913193E+004	1.1879666E+000	-1.287449234829496E-003	2.000000000000000E+000
7.257254954598588E+004	1.1869749E+000	-1.289235170779111E-003	2.000000000000000E+000
7.258588194281003E+004	1.1860038E+000	-1.291569812473456E-003	2.000000000000000E+000
7.259921433965117E+004	1.1850069E+000	-1.293288210090400E-003	2.000000000000000E+000
7.261254673651907E+004	1.1839923E+000	-1.296677620908407E-003	2.000000000000000E+000
7.262587913337024E+004	1.1829698E+000	-1.299514186961233E-003	2.000000000000000E+000
7.263921133019560E+004	1.1819979E+000	-1.300908197797414E-003	2.000000000000000E+000
7.265254372703703E+004	1.1810187E+000	-1.303159669223130E-003	2.000000000000000E+000
7.266587552390486E+004	1.1800258E+000	-1.305403610599113E-003	2.000000000000000E+000
7.267920732075605E+004	1.1790042E+000	-1.307366806826263E-003	2.000000000000000E+000
7.269253971758083E+004	1.1779996E+000	-1.309191259238788E-003	2.000000000000000E+000
7.270587211442133E+004	1.1770295E+000	-1.312047396673857E-003	2.000000000000000E+000
7.271920431129134E+004	1.1759931E+000	-1.315216106760681E-003	2.000000000000000E+000
7.273253670814168E+004	1.1749825E+000	-1.316818066205342E-003	2.000000000000000E+000
7.274586910496431E+004	1.1739970E+000	-1.317929528335725E-003	2.000000000000000E+000
7.275920150180650E+004	1.1729972E+000	-1.321247257311441E-003	2.000000000000000E+000
7.277253389867861E+004	1.1719964E+000	-1.322253538225036E-003	2.000000000000000E+000
7.278586629552650E+004	1.1709877E+000	-1.324717468649757E-003	2.000000000000000E+000
7.279919849234866E+004	1.1699804E+000	-1.326271736778246E-003	2.000000000000000E+000
7.281253088919376E+004	1.1689857E+000	-1.327723824138066E-003	2.000000000000000E+000
7.282586328606401E+004	1.1679916E+000	-1.329733525266912E-003	2.000000000000000E+000
7.283919568291184E+004	1.1670103E+000	-1.332463874915819E-003	2.000000000000000E+000
7.285252807973395E+004	1.1659783E+000	-1.334953417272276E-003	2.000000000000000E+000
7.286585987657966E+004	1.1649837E+000	-1.335641970409826E-003	2.000000000000000E+000
7.287919147345028E+004	1.1639913E+000	-1.337800963168748E-003	2.000000000000000E+000
7.289252387029788E+004	1.1629872E+000	-1.339855197502886E-003	2.000000000000000E+000
7.290585626711813E+004	1.1619982E+000	-1.341056728508927E-003	2.000000000000000E+000
7.291918866396567E+004	1.1610140E+000	-1.344129373124579E-003	2.000000000000000E+000
7.293252026083763E+004	1.1599867E+000	-1.345622189332544E-003	2.000000000000000E+000
7.294585265768191E+004	1.1589884E+000	-1.347270165206572E-003	2.000000000000000E+000
7.295918495450215E+004	1.1579618E+000	-1.349332248681494E-003	2.000000000000000E+000
7.297251725135301E+004	1.1569805E+000	-1.350789984961989E-003	2.000000000000000E+000
7.298584964822233E+004	1.1559759E+000	-1.353048650979297E-003	2.000000000000000E+000
7.299918204506533E+004	1.1549700E+000	-1.354387670247762E-003	2.000000000000000E+000
7.301251444188831E+004	1.1539811E+000	-1.355374279512746E-003	2.000000000000000E+000
7.302584683873830E+004	1.1529822E+000	-1.357093500475658E-003	2.000000000000000E+000
7.303917913560668E+004	1.1519961E+000	-1.359217652895199E-003	2.000000000000000E+000
7.305251143245026E+004	1.1509907E+000	-1.359685259127143E-003	2.000000000000000E+000
7.306584322927380E+004	1.1499649E+000	-1.362147280890914E-003	2.000000000000000E+000
7.307917502612411E+004	1.1489645E+000	-1.363172871833913E-003	2.000000000000000E+000
7.309250742299363E+004	1.1480004E+000	-1.365231305723670E-003	2.000000000000000E+000
7.310583981983550E+004	1.1469883E+000	-1.367522575356273E-003	2.000000000000000E+000
7.311917211665868E+004	1.1460096E+000	-1.368402412256961E-003	2.000000000000000E+000
7.313250441351114E+004	1.1449840E+000	-1.370360053403265E-003	2.000000000000000E+000
7.314583681037958E+004	1.1439883E+000	-1.371588358738646E-003	2.000000000000000E+000
7.315916920721857E+004	1.1429981E+000	-1.372679664275803E-003	2.000000000000000E+000
7.317250160404528E+004	1.1420040E+000	-1.374215324956825E-003	2.000000000000000E+000
7.318583400089759E+004	1.1410010E+000	-1.375177160466878E-003	2.000000000000000E+000
7.319916629776428E+004	1.1400015E+000	-1.376224434828843E-003	2.000000000000000E+000
7.321249859460385E+004	1.1389884E+000	-1.377416422519975E-003	2.000000000000000E+000
7.322583099143114E+004	1.1380137E+000	-1.378700275040629E-003	2.000000000000000E+000
7.323916338828334E+004	1.1370006E+000	-1.379199255063968E-003	2.000000000000000E+000
7.325249578514975E+004	1.1360176E+000	-1.380727717198446E-003	2.000000000000000E+000
7.326582758198911E+004	1.1350236E+000	-1.382182156025157E-003	2.000000000000000E+000
7.327915927881561E+004	1.1339921E+000	-1.383925746820037E-003	2.000000000000000E+000
7.329249157566985E+004	1.1329880E+000	-1.384817789006600E-003	2.000000000000000E+000
7.330582397253625E+004	1.1320010E+000	-1.385342747744843E-003	2.000000000000000E+000
7.331915636937259E+004	1.1310177E+000	-1.386257445424597E-003	2.000000000000000E+000
7.333248876620061E+004	1.1299981E+000	-1.387371951440154E-003	2.000000000000000E+000
7.334582116305741E+004	1.1289964E+000	-1.389887243076867E-003	2.000000000000000E+000
7.335915355992015E+004	1.1280320E+000	-1.389832087428010E-003	2.000000000000000E+000
7.337248575675767E+004	1.1270119E+000	-1.391547700747831E-003	2.000000000000000E+000
7.338581815358717E+004	1.1260226E+000	-1.392175023102168E-003	2.000000000000000E+000
7.339915055044298E+004	1.1250026E+000	-1.392785766279048E-003	2.000000000000000E+000
7.341248294730543E+004	1.1240151E+000	-1.395703752490987E-003	2.000000000000000E+000
7.342581534414319E+004	1.1230067E+000	-1.394933036841212E-003	2.000000000000000E+000
7.343914774097188E+004	1.1219985E+000	-1.397145647174854E-003	2.000000000000000E+000
7.345247993782908E+004	1.1209766E+000	-1.397351337127241E-003	2.000000000000000E+000
7.346581173469243E+004	1.1199926E+000	-1.398171549623472E-003	2.000000000000000E+000
7.347914353152737E+004	1.1189740E+000	-1.399403001628344E-003	2.000000000000000E+000
7.349247592835722E+004	1.1179800E+000	-1.399615133684494E-003	2.000000000000000E+000
7.350580832521664E+004	1.1169860E+000	-1.401194849114897E-003	2.000000000000000E+000
7.351914072207743E+004	1.1160084E+000	-1.402413665936693E-003	2.000000000000000E+000
7.353247291891091E+004	1.1149778E+000	-1.403608807038307E-003	2.000000000000000E+000
7.354580531574372E+004	1.1140046E+000	-1.403317944612910E-003	2.000000000000000E+000
7.355913771260157E+004	1.1130033E+000	-1.404324550248987E-003	2.000000000000000E+000
7.357247010946204E+004	1.1119683E+000	-1.405217838164722E-003	2.000000000000000E+000
7.358580250629573E+004	1.1109841E+000	-1.405510184553815E-003	2.000000000000000E+000
7.359913490312826E+004	1.1099567E+000	-1.406992946507396E-003	2.000000000000000E+000
7.361246709998662E+004	1.1089906E+000	-1.407409032545170E-003	2.000000000000000E+000
7.362579949684814E+004	1.1079793E+000	-1.407982963685099E-003	2.000000000000000E+000
7.363913189367973E+004	1.1069829E+000	-1.407978727751114E-003	2.000000000000000E+000
7.365246429051273E+004	1.1059700E+000	-1.409584582273221E-003	2.000000000000000E+000
7.366579608737445E+004	1.1049712E+000	-1.409581414429395E-003	2.000000000000000E+000
7.367912788423360E+004	1.1039817E+000	-1.409279386263059E-003	2.000000000000000E+000
7.369246008106368E+004	1.1029890E+000	-1.410719699705933E-003	2.000000000000000E+000
7.370579247789970E+004	1.1019945E+000	-1.410943628341554E-003	2.000000000000000E+000
7.371912487476108E+004	1.1009966E+000	-1.411108017796991E-003	2.000000000000000E+000
7.373245727161807E+004	1.0999855E+000	-1.411769282289961E-003	2.000000000000000E+000
7.374578966844972E+004	1.0990081E+000	-1.411723494850962E-003	2.000000000000000E+000
7.375912206528476E+004	1.0979978E+000	-1.411686670203119E-003	2.000000000000000E+000
7.377245426214684E+004	1.0969901E+000	-1.412997335844560E-003	2.000000000000000E+000
7.378578665900393E+004	1.0959892E+000	-1.413929106033586E-003	2.000000000000000E+000
7.379911905583483E+004	1.0949742E+000	-1.413527789558444E-003	2.000000000000000E+000
7.381245145266934E+004	1.0939893E+000	-1.413840141495471E-003	2.000000000000000E+000
7.382578384953388E+004	1.0929872E+000	-1.414307588401848E-003	2.000000000000000E+000
7.383911624638992E+004	1.0919611E+000	-1.416282656599308E-003	2.000000000000000E+000
7.385244844321790E+004	1.0909562E+000	-1.415760662990539E-003	2.000000000000000E+000
7.386578024005506E+004	1.0899647E+000	-1.416366690400274E-003	2.000000000000000E+000
7.387911203692062E+004	1.0889840E+000	-1.416182082608283E-003	2.000000000000000E+000
7.389244443377433E+004	1.0880044E+000	-1.416006121966408E-003	2.000000000000000E+000
7.390577683060290E+004	1.0870050E+000	-1.417092809627270E-003	2.000000000000000E+000
7.391910922744147E+004	1.0859765E+000	-1.417756495046892E-003	2.000000000000000E+000
7.393244142430578E+004	1.0849746E+000	-1.416751936798452E-003	2.000000000000000E+000
7.394577382116037E+004	1.0839903E+000	-1.418142393415842E-003	2.000000000000000E+000
7.395910621798807E+004	1.0829992E+000	-1.417981362836579E-003	2.000000000000000E+000
7.397243861482630E+004	1.0819843E+000	-1.417704668482685E-003	2.000000000000000E+000
7.398577101169177E+004	1.0810059E+000	-1.417229501965468E-003	2.000000000000000E+000
7.399910340854712E+004	1.0799953E+000	-1.418103361798624E-003	2.000000000000000E+000
7.401243570537155E+004	1.0790069E+000	-1.418224456392742E-003	2.000000000000000E+000
7.402576800221181E+004	1.0779989E+000	-1.418676342574088E-003	2.000000000000000E+000
7.403910039907950E+004	1.0769840E+000	-1.418564996311239E-003	2.000000000000000E+000
7.405243279593159E+004	1.0759931E+000	-1.419223327203144E-003	2.000000000000000E+000
7.406576459275617E+004	1.0749795E+000	-1.419550772583773E-003	2.000000000000000E+000
7.407909638959868E+004	1.0739886E+000	-1.419566906321839E-003	2.000000000000000E+000
7.409242868646549E+004	1.0730261E+000	-1.419929581966732E-003	2.000000000000000E+000
7.410576098331693E+004	1.0720118E+000	-1.420271250064099E-003	2.000000000000000E+000
7.411909338014221E+004	1.0710028E+000	-1.419695307051563E-003	2.000000000000000E+000
7.413242577698361E+004	1.0699991E+000	-1.419570263496317E-003	2.000000000000000E+000
7.414575817385150E+004	1.0690024E+000	-1.420277750524192E-003	2.000000000000000E+000
7.415909057070292E+004	1.0679930E+000	-1.420670128319878E-003	2.000000000000000E+000
7.417242286752618E+004	1.0669907E+000	-1.420726627323645E-003	2.000000000000000E+000
7.418575516436715E+004	1.0659902E+000	-1.422661181614340E-003	2.000000000000000E+000
7.419908756123879E+004	1.0649985E+000	-1.421401781119956E-003	2.000000000000000E+000
7.421241995808738E+004	1.0640023E+000	-1.421266034115590E-003	2.000000000000000E+000
7.422575235490967E+004	1.0630047E+000	-1.421585892417161E-003	2.000000000000000E+000
7.423908475175360E+004	1.0619842E+000	-1.422088188884656E-003	2.000000000000000E+000
7.425241704862472E+004	1.0609865E+000	-1.421876114619931E-003	2.000000000000000E+000
7.426574874547229E+004	1.0599618E+000	-1.422890442480061E-003	2.000000000000000E+000
7.427908054229571E+004	1.0589694E+000	-1.422571067364282E-003	2.000000000000000E+000
